file_id,accuracy,stress,phones,total,text,phones-accuracy,speaker_id
14040122,0,5,"['M', 'AY0']",1,MY,"[0.8, 0.8]",1404
14040122,0,5,"['K', 'Y', 'UW1', 'K', 'AH0', 'M', 'B', 'ER0']",1,CUCUMBER,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8]",1404
14040124,10,10,"['HH', 'IY0']",10,HE,"[2.0, 2.0]",1404
14040124,10,10,"['L', 'AH0', 'V']",9,LOVE,"[2.0, 1.8, 2.0]",1404
14040124,10,10,"['AE0', 'N', 'D']",9,AND,"[2.0, 2.0, 2.0]",1404
14040124,10,10,"['F', 'ER0', 'S', 'T']",10,FIRST,"[2.0, 2.0, 2.0, 1.8]",1404
14040145,10,10,"['S', 'AE1', 'N', 'D', 'IY0']",10,SANDY,"[2.0, 2.0, 2.0, 2.0, 1.6]",1404
14040145,10,10,"['L', 'AY0', 'K', 'S']",10,LIKES,"[2.0, 2.0, 2.0, 2.0]",1404
14040145,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",1404
14040145,10,10,"['IH1', 'NG', 'G', 'L', 'IH0', 'SH']",10,ENGLISH,"[2.0, 2.0, 2.0, 2.0, 2.0, 1.6]",1404
14040145,10,10,"['K', 'L', 'AA0', 'S']",10,CLASS,"[2.0, 2.0, 2.0, 2.0]",1404
14040145,10,10,"['AE0', 'T']",10,AT,"[1.8, 2.0]",1404
14040145,10,10,"['S', 'K', 'UW0', 'L']",10,SCHOOL,"[2.0, 2.0, 2.0, 2.0]",1404
14040148,3,10,"['HH', 'IY0']",4,HE,"[2.0, 0.8]",1404
14040148,8,5,"['L', 'AY0', 'K', 'S']",7,LIKES,"[1.6, 1.6, 1.2, 1.4]",1404
14040148,0,5,"['DH', 'AH0']",2,THE,"[0.0, 0.4]",1404
14040148,0,5,"['F', 'EY1', 'M', 'AH0', 'S']",1,FAMOUS,"[0.8, 0.8, 0.8, 0.8, 0.8]",1404
14040148,0,5,"['S', 'IH1', 'T', 'IY0']",1,CITY,"[0.8, 0.8, 0.8, 0.8]",1404
14040148,0,5,"['S', 'IH1', 'D', 'N', 'IY0']",1,SYDNEY,"[0.8, 0.8, 0.8, 0.8, 0.8]",1404
14040152,10,10,"['M', 'AY0']",10,MY,"[2.0, 2.0]",1404
14040152,10,10,"['G', 'R', 'AE0', 'N', 'M', 'AA0']",10,GRANDMA,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",1404
14040152,10,10,"['IH0', 'Z']",10,IS,"[2.0, 2.0]",1404
14040152,10,10,"['HH', 'AE1', 'P', 'IY0']",10,HAPPY,"[2.0, 1.4, 2.0, 2.0]",1404
14040152,10,10,"['T', 'UW0']",10,TOO,"[2.0, 2.0]",1404
14040155,10,10,['OW0'],10,O,[2.0],1404
14040155,10,10,"['M', 'AY0']",10,MY,"[2.0, 2.0]",1404
14040155,10,10,"['B', 'R', 'AH1', 'DH', 'ER0', 'S']",10,BROTHER'S,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",1404
14040155,6,10,"['CH', 'AY0', 'L', 'D']",6,CHILD,"[1.4, 1.6, 1.2, 2.0]",1404
14070040,10,10,"['M', 'AY0']",10,MY,"[2.0, 2.0]",1407
14070040,10,10,"['W', 'ER0', 'K']",10,WORK,"[2.0, 2.0, 2.0]",1407
14070040,10,10,"['IH0', 'Z']",10,IS,"[2.0, 2.0]",1407
14070040,10,10,"['G', 'OW0', 'IH0', 'NG']",10,GOING,"[2.0, 2.0, 2.0, 2.0]",1407
14070040,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.8]",1407
14070040,10,10,"['B', 'IY0']",10,BE,"[2.0, 1.8]",1407
14070040,10,10,"['K', 'AH0', 'T']",10,CUT,"[2.0, 2.0, 2.0]",1407
14070040,10,10,"['AW0', 'T']",10,OUT,"[2.0, 2.0]",1407
14070040,10,10,"['F', 'AO0']",10,FOR,"[2.0, 2.0]",1407
14070040,10,10,"['M', 'IY0']",10,ME,"[2.0, 2.0]",1407
14070080,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",1407
14070080,10,10,"['P', 'IY1', 'P', 'L']",10,PEOPLE,"[2.0, 2.0, 2.0, 2.0]",1407
14070080,10,10,"['W', 'ER0']",10,WERE,"[2.0, 2.0]",1407
14070080,10,10,"['V', 'EH1', 'R', 'IY0']",10,VERY,"[2.0, 2.0, 2.0, 2.0]",1407
14070080,10,10,"['F', 'R', 'EH1', 'N', 'D', 'L', 'IY0']",10,FRIENDLY,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",1407
14070092,10,10,"['DH', 'AE0', 'T', 'S']",10,THAT'S,"[2.0, 2.0, 2.0, 2.0]",1407
14070092,10,10,['AH0'],10,A,[2.0],1407
14070092,10,10,"['V', 'EH1', 'R', 'IY0']",10,VERY,"[2.0, 2.0, 2.0, 2.0]",1407
14070092,10,10,"['S', 'M', 'AO0', 'L']",10,SMALL,"[2.0, 2.0, 2.0, 2.0]",1407
14070092,5,10,"['AH0', 'M', 'AW1', 'N', 'T']",6,AMOUNT,"[1.2, 2.0, 1.6, 1.6, 1.2]",1407
14070092,10,10,"['AH0', 'V']",10,OF,"[2.0, 2.0]",1407
14070092,10,10,"['M', 'AH1', 'N', 'IY0']",10,MONEY,"[2.0, 2.0, 2.0, 2.0]",1407
14070101,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",1407
14070101,10,10,"['N', 'IY0', 'D']",10,NEED,"[2.0, 2.0, 2.0]",1407
14070101,10,10,"['IH0', 'Z']",10,IS,"[2.0, 2.0]",1407
14070101,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.6]",1407
14070101,10,10,"['M', 'EY0', 'K']",10,MAKE,"[2.0, 2.0, 2.0]",1407
14070101,10,10,"['DH', 'IH0', 'S']",10,THIS,"[1.4, 2.0, 1.8]",1407
14070101,10,10,"['M', 'AO0']",10,MORE,"[2.0, 1.8]",1407
14070101,10,10,"['IH0', 'F', 'EH1', 'K', 'T', 'IH0', 'V']",10,EFFECTIVE,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",1407
14070159,10,10,['AY0'],10,I,[2.0],1407
14070159,10,10,"['N', 'OW0']",10,KNOW,"[2.0, 2.0]",1407
14070159,10,10,['AH0'],10,A,[2.0],1407
14070159,10,10,"['L', 'AH0', 'T']",10,LOT,"[2.0, 2.0, 2.0]",1407
14070159,10,10,"['AH0', 'V']",10,OF,"[2.0, 2.0]",1407
14070159,10,10,"['DH', 'OW0', 'Z']",10,THOSE,"[2.0, 2.0, 1.8]",1407
14070207,10,10,"['W', 'EH1', 'L', 'K', 'AH0', 'M']",10,WELCOME,"[2.0, 2.0, 2.0, 2.0, 1.8, 2.0]",1407
14070207,10,10,"['AE0', 'N', 'D']",10,AND,"[2.0, 2.0, 2.0]",1407
14070207,10,10,"['HH', 'AE0', 'V']",10,HAVE,"[2.0, 2.0, 2.0]",1407
14070207,10,10,['AH0'],10,A,[2.0],1407
14070207,10,10,"['G', 'R', 'EY0', 'T']",10,GREAT,"[2.0, 2.0, 2.0, 2.0]",1407
14070207,8,10,"['W', 'IY1', 'K', 'EH0', 'N', 'D']",8,WEEKEND,"[2.0, 1.4, 2.0, 1.6, 2.0, 2.0]",1407
14070217,10,10,"['L', 'EH0', 'T', 'S']",10,LET'S,"[2.0, 2.0, 2.0, 2.0]",1407
14070217,10,10,"['G', 'OW0']",10,GO,"[2.0, 2.0]",1407
14070217,10,10,"['T', 'UW0']",10,TO,"[2.0, 2.0]",1407
14070217,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",1407
14070217,10,10,"['SH', 'IH0', 'P']",10,SHIP,"[2.0, 1.6, 2.0]",1407
14070239,10,10,"['F', 'AH0', 'N']",10,FUN,"[2.0, 2.0, 2.0]",1407
14070239,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.8]",1407
14070239,10,10,"['P', 'R', 'AE1', 'K', 'T', 'IH0', 'S']",10,PRACTICE,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",1407
14070239,10,10,"['IH0', 'N']",10,IN,"[1.8, 2.0]",1407
14070239,10,10,"['G', 'AA0', 'R', 'D', 'N']",10,GARDEN,"[2.0, 2.0, 2.0, 2.0, 2.0]",1407
14070248,10,10,"['L', 'AH0', 'V']",10,LOVE,"[2.0, 2.0, 2.0]",1407
14070248,10,10,"['AE0', 'Z']",10,AS,"[2.0, 2.0]",1407
14070248,10,10,"['M', 'AH0', 'CH']",10,MUCH,"[2.0, 2.0, 1.8]",1407
14070248,10,10,"['AE0', 'Z']",10,AS,"[2.0, 2.0]",1407
14070248,10,10,"['W', 'IY0']",10,WE,"[2.0, 1.8]",1407
14070248,10,10,"['D', 'UH0']",10,DO,"[2.0, 1.6]",1407
14070265,10,10,"['DH', 'AE0', 'T', 'S']",10,THAT'S,"[2.0, 2.0, 2.0, 2.0]",1407
14070265,10,10,"['HH', 'AW0']",10,HOW,"[2.0, 2.0]",1407
14070265,10,10,"['DH', 'EY0']",10,THEY,"[2.0, 2.0]",1407
14070265,7,10,"['S', 'EY0']",7,SAY,"[2.0, 1.0]",1407
14070265,10,10,"['IH0', 'T']",10,IT,"[2.0, 2.0]",1407
14070265,10,10,"['IH0', 'N']",10,IN,"[2.0, 2.0]",1407
14070265,10,10,"['S', 'AW0', 'TH']",10,SOUTH,"[2.0, 2.0, 2.0]",1407
14070270,10,10,"['B', 'AE0', 'T', 'S']",10,BATS,"[2.0, 2.0, 2.0, 2.0]",1407
14070270,10,10,"['N', 'IY0', 'D']",10,NEED,"[2.0, 2.0, 2.0]",1407
14070270,10,10,"['T', 'UW0']",10,TO,"[2.0, 2.0]",1407
14070270,10,10,"['G', 'EH0', 'T']",10,GET,"[2.0, 2.0, 2.0]",1407
14070270,10,10,"['G', 'OW0', 'IH0', 'NG']",10,GOING,"[2.0, 1.8, 2.0, 2.0]",1407
14070281,10,10,"['G', 'UH0', 'D']",10,GOOD,"[2.0, 2.0, 2.0]",1407
14070281,10,10,"['L', 'AH0', 'K']",10,LUCK,"[2.0, 2.0, 2.0]",1407
14070281,10,10,"['T', 'UW0']",10,TO,"[2.0, 2.0]",1407
14070281,10,10,"['EH1', 'V', 'R', 'IY0', 'W', 'AH0', 'N']",10,EVERYONE,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",1407
14070281,10,10,"['EH0', 'L', 'S']",10,ELSE,"[2.0, 2.0, 2.0]",1407
14070281,10,10,"['IH0', 'N']",10,IN,"[2.0, 2.0]",1407
14070281,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",1407
14070281,10,10,"['DH', 'IH0', 'S']",10,THIS,"[1.6, 2.0, 2.0]",1407
14070297,10,10,"['G', 'UH0', 'D']",10,GOOD,"[2.0, 2.0, 2.0]",1407
14070297,10,10,"['M', 'AO1', 'N', 'IH0', 'NG']",10,MORNING,"[2.0, 2.0, 2.0, 2.0, 2.0]",1407
14070297,10,10,"['HH', 'OW0', 'P']",10,HOPE,"[2.0, 2.0, 1.8]",1407
14070297,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 1.8]",1407
14070297,10,10,"['HH', 'AE0', 'V']",10,HAVE,"[2.0, 2.0, 2.0]",1407
14070297,10,10,['AH0'],10,A,[2.0],1407
14070297,10,10,"['W', 'AH1', 'N', 'D', 'AH0', 'F', 'L']",10,WONDERFUL,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",1407
14070297,8,10,"['D', 'EY0']",8,DAY,"[2.0, 1.0]",1407
14070297,10,10,"['T', 'AH0', 'D', 'EY1']",10,TODAY,"[2.0, 2.0, 2.0, 1.6]",1407
14070304,7,10,"['W', 'IH0', 'L']",7,WILL,"[1.6, 1.6, 1.0]",1407
14070304,3,10,"['DH', 'AH0']",4,THE,"[0.8, 1.2]",1407
14070304,10,10,"['K', 'IH0', 'NG', 'Z']",10,KINGS,"[2.0, 2.0, 2.0, 2.0]",1407
14070304,10,10,"['HH', 'AE0', 'V']",10,HAVE,"[2.0, 2.0, 2.0]",1407
14070304,10,10,['AH0'],10,A,[2.0],1407
14070304,10,10,"['CH', 'AE0', 'N', 'S']",10,CHANCE,"[2.0, 2.0, 2.0, 2.0]",1407
14070304,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.6]",1407
14070304,10,5,"['R', 'IH0', 'P', 'IY1', 'T']",9,REPEAT,"[2.0, 2.0, 2.0, 2.0, 2.0]",1407
14070308,10,10,"['DH', 'AE0', 'T']",10,THAT,"[2.0, 2.0, 2.0]",1407
14070308,10,10,"['IH0', 'Z']",10,IS,"[2.0, 1.8]",1407
14070308,10,10,['AY0'],10,I,[1.8],1407
14070308,10,10,"['AA0', 'S', 'K']",10,ASK,"[2.0, 2.0, 1.6]",1407
14070308,8,10,"['K', 'W', 'EH1', 'S', 'CH', 'AH0', 'N', 'Z']",8,QUESTIONS,"[2.0, 2.0, 2.0, 1.6, 1.8, 2.0, 2.0, 1.4]",1407
14070308,10,10,"['AE0', 'N', 'D']",10,AND,"[2.0, 2.0, 2.0]",1407
14070308,10,10,"['G', 'AH0', 'D']",10,GOD,"[2.0, 2.0, 1.4]",1407
14070308,10,10,"['AA1', 'N', 'S', 'AH0', 'Z']",10,ANSWERS,"[2.0, 2.0, 2.0, 2.0, 1.6]",1407
14070336,10,10,"['N', 'EH0', 'K', 'S', 'T']",10,NEXT,"[2.0, 2.0, 2.0, 2.0, 2.0]",1407
14070336,10,10,"['Y', 'IH', 'AH0']",10,YEAR,"[2.0, 1.8, 1.8]",1407
14070336,10,10,"['W', 'IH0', 'L']",10,WILL,"[2.0, 2.0, 2.0]",1407
14070336,10,10,"['B', 'IY0']",10,BE,"[2.0, 2.0]",1407
14070336,10,10,"['D', 'IH1', 'F', 'R', 'AH0', 'N', 'T']",10,DIFFERENT,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.6]",1407
14070336,10,10,"['SH', 'IY0']",10,SHE,"[1.2, 1.6]",1407
14070336,3,10,"['TH', 'AO0', 'T']",4,THOUGHT,"[0.4, 2.0, 1.6]",1407
14070341,10,10,"['AH0', 'V']",10,OF,"[1.8, 2.0]",1407
14070341,10,10,"['AO0', 'L']",10,ALL,"[2.0, 2.0]",1407
14070341,5,5,"['S', 'AH1', 'B', 'JH', 'EH0', 'K', 'T', 'S']",5,SUBJECTS,"[2.0, 2.0, 2.0, 2.0, 1.6, 2.0, 0.4, 0.4]",1407
14070341,10,10,"['AH0', 'V']",10,OF,"[2.0, 2.0]",1407
14070341,3,10,"['D', 'IH0', 'S', 'K', 'AH1', 'SH', 'N']",4,DISCUSSION,"[2.0, 2.0, 0.4, 0.0, 0.0, 1.8, 2.0]",1407
14070341,10,10,"['DH', 'IH0', 'S']",10,THIS,"[2.0, 2.0, 2.0]",1407
14070341,10,10,"['IH0', 'Z']",10,IS,"[2.0, 2.0]",1407
14070341,10,10,"['DH', 'AH0']",10,THE,"[1.6, 1.6]",1407
14070341,10,10,"['M', 'OW0', 'S', 'T']",10,MOST,"[2.0, 2.0, 2.0, 1.6]",1407
14070341,10,10,"['D', 'IH1', 'F', 'IH0', 'K', 'AH0', 'L', 'T']",10,DIFFICULT,"[2.0, 2.0, 1.6, 1.6, 2.0, 2.0, 2.0, 2.0]",1407
14070343,10,10,"['N', 'AW0']",10,NOW,"[2.0, 1.8]",1407
14070343,10,10,"['HH', 'IY0']",10,HE,"[2.0, 2.0]",1407
14070343,7,10,"['W', 'AH0', 'Z']",7,WAS,"[2.0, 2.0, 1.0]",1407
14070343,10,10,"['B', 'AO0', 'R', 'D']",10,BORED,"[2.0, 2.0, 2.0, 2.0]",1407
14070343,10,10,"['AE0', 'N', 'D']",10,AND,"[2.0, 2.0, 2.0]",1407
14070343,10,10,"['AO1', 'L', 'S', 'OW0']",10,ALSO,"[2.0, 2.0, 2.0, 2.0]",1407
14070343,10,10,"['AE1', 'NG', 'G', 'R', 'IY0']",10,ANGRY,"[1.6, 2.0, 2.0, 2.0, 2.0]",1407
14070349,10,10,"['HH', 'IY0']",10,HE,"[2.0, 1.8]",1407
14070349,10,10,"['IH0', 'Z']",10,IS,"[2.0, 2.0]",1407
14070349,10,10,"['N', 'AH0', 'T']",10,NOT,"[2.0, 2.0, 2.0]",1407
14070349,10,10,"['Y', 'UW0', 'Z', 'D']",9,USED,"[1.8, 1.8, 1.4, 1.8]",1407
14070349,10,10,"['T', 'AO1', 'K', 'IH0', 'NG']",10,TALKING,"[2.0, 2.0, 2.0, 2.0, 2.0]",1407
14070349,8,10,"['DH', 'IH0', 'S']",8,THIS,"[1.0, 1.2, 1.2]",1407
14070349,10,10,"['W', 'EY0']",10,WAY,"[2.0, 1.4]",1407
14070349,10,10,"['W', 'IH0', 'DH']",10,WITH,"[2.0, 2.0, 1.8]",1407
14070349,10,10,['AH0'],10,A,[2.0],1407
14070349,10,10,"['W', 'UH1', 'M', 'AH0', 'N']",10,WOMAN,"[2.0, 2.0, 2.0, 2.0, 2.0]",1407
14070358,10,10,"['DH', 'AE0', 'T', 'S']",10,THAT'S,"[2.0, 2.0, 2.0, 2.0]",1407
14070358,10,10,"['W', 'AH0', 'T', 'S']",10,WHAT'S,"[2.0, 2.0, 2.0, 2.0]",1407
14070358,10,10,"['DH', 'AH0']",10,THE,"[1.8, 1.6]",1407
14070358,10,10,"['M', 'AE1', 'T', 'ER0']",10,MATTER,"[2.0, 2.0, 2.0, 1.6]",1407
14070358,10,10,"['W', 'IH0', 'DH']",10,WITH,"[2.0, 2.0, 1.8]",1407
14070358,10,10,"['HH', 'IH0', 'M']",10,HIM,"[2.0, 2.0, 2.0]",1407
14070358,10,10,"['N', 'AW0']",10,NOW,"[2.0, 2.0]",1407
14080008,10,10,"['IH0', 'T']",10,IT,"[2.0, 2.0]",1408
14080008,10,10,"['IH0', 'Z']",10,IS,"[2.0, 2.0]",1408
14080008,10,10,"['S', 'AH1', 'M', 'TH', 'IH0', 'NG']",10,SOMETHING,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",1408
14080008,10,10,"['V', 'EH1', 'R', 'IY0']",10,VERY,"[2.0, 2.0, 2.0, 2.0]",1408
14080008,10,10,"['D', 'IH1', 'F', 'R', 'AH0', 'N', 'T']",10,DIFFERENT,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",1408
14080073,10,10,"['HH', 'IY0']",10,HE,"[2.0, 2.0]",1408
14080073,10,10,"['W', 'AH0', 'Z']",10,WAS,"[2.0, 2.0, 1.8]",1408
14080073,10,10,"['D', 'R', 'AY1', 'V', 'IH0', 'NG']",10,DRIVING,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",1408
14080073,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",1408
14080073,10,10,"['K', 'AA0']",10,CAR,"[2.0, 2.0]",1408
14080091,10,10,"['HH', 'IY0']",10,HE,"[2.0, 2.0]",1408
14080091,10,10,"['L', 'AH0', 'S', 'T']",10,LOST,"[2.0, 2.0, 2.0, 2.0]",1408
14080091,10,10,"['F', 'AO0']",10,FOR,"[2.0, 2.0]",1408
14080091,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",1408
14080091,10,10,"['F', 'IY0', 'L', 'Z']",9,FEELS,"[1.6, 1.6, 1.6, 1.4]",1408
14080091,10,10,"['T', 'AY0', 'M']",10,TIME,"[2.0, 2.0, 2.0]",1408
14080091,10,10,"['IH0', 'N']",10,IN,"[2.0, 2.0]",1408
14080091,10,10,"['F', 'AY0', 'V']",10,FIVE,"[2.0, 2.0, 2.0]",1408
14080103,10,10,['AH0'],10,A,[2.0],1408
14080103,10,10,"['F', 'Y', 'UW0']",10,FEW,"[2.0, 1.6, 1.6]",1408
14080103,10,10,"['Y', 'ER0', 'Z']",10,YEARS,"[2.0, 2.0, 1.6]",1408
14080103,10,10,"['AH0', 'G', 'OW0']",10,AGO,"[2.0, 2.0, 2.0]",1408
14080103,10,10,"['DH', 'EY0']",10,THEY,"[2.0, 2.0]",1408
14080103,10,10,"['W', 'ER0']",10,WERE,"[2.0, 2.0]",1408
14080103,10,10,"['T', 'UW0']",10,TWO,"[2.0, 2.0]",1408
14080117,10,10,"['DH', 'EY0']",10,THEY,"[2.0, 2.0]",1408
14080117,10,10,"['HH', 'AE0', 'V']",10,HAVE,"[2.0, 2.0, 2.0]",1408
14080117,10,10,['AH0'],10,A,[2.0],1408
14080117,10,10,"['L', 'AH0', 'T']",10,LOT,"[2.0, 2.0, 2.0]",1408
14080117,10,10,"['AH0', 'V']",10,OF,"[2.0, 1.8]",1408
14080117,10,10,"['W', 'IH1', 'N', 'D', 'OW0']",10,WINDOW,"[2.0, 2.0, 2.0, 2.0, 2.0]",1408
14080117,10,10,"['T', 'UW0']",10,TO,"[2.0, 2.0]",1408
14080117,10,10,"['AH0', 'F']",10,OFF,"[2.0, 2.0]",1408
14080134,10,10,"['IH0', 'N']",10,IN,"[2.0, 2.0]",1408
14080134,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",1408
14080134,10,10,"['N', 'EY0', 'M']",10,NAME,"[2.0, 2.0, 2.0]",1408
14080134,10,10,"['AH0', 'V']",10,OF,"[2.0, 1.8]",1408
14080134,10,10,"['W', 'AH0', 'T']",10,WHAT,"[2.0, 1.8, 2.0]",1408
14080149,10,10,"['DH', 'IH0', 'S']",10,THIS,"[2.0, 2.0, 2.0]",1408
14080149,10,10,"['IH0', 'Z']",10,IS,"[2.0, 2.0]",1408
14080149,10,10,['AH0'],10,A,[2.0],1408
14080149,10,10,"['G', 'AH0', 'D']",10,GOD,"[2.0, 1.6, 2.0]",1408
14080149,10,10,"['W', 'ER0', 'D']",10,WORD,"[2.0, 2.0, 2.0]",1408
14080178,10,10,"['TH', 'AE0', 'NG', 'K']",10,THANK,"[2.0, 2.0, 2.0, 2.0]",1408
14080178,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 1.8]",1408
14080178,10,10,"['F', 'AO0']",10,FOR,"[2.0, 2.0]",1408
14080178,10,10,"['Y', 'AO0']",10,YOUR,"[2.0, 2.0]",1408
14080178,10,10,"['K', 'EH0', 'R']",10,CARE,"[2.0, 1.6, 1.6]",1408
14080201,10,10,['AY0'],10,I,[2.0],1408
14080201,10,10,"['N', 'OW0']",10,KNOW,"[2.0, 2.0]",1408
14080201,10,10,"['IH0', 'T']",10,IT,"[2.0, 2.0]",1408
14080201,10,10,"['W', 'IH0', 'L']",10,WILL,"[2.0, 2.0, 2.0]",1408
14080201,10,10,"['B', 'IY0']",10,BE,"[2.0, 2.0]",1408
14080201,10,10,"['F', 'AO0']",10,FOR,"[2.0, 2.0]",1408
14080201,10,10,"['M', 'IY0']",10,ME,"[2.0, 2.0]",1408
14080243,10,10,"['AO0', 'L']",10,ALL,"[2.0, 2.0]",1408
14080243,10,10,"['R', 'EH1', 'D', 'IY0']",10,READY,"[2.0, 2.0, 2.0, 2.0]",1408
14080243,10,10,"['F', 'AO0']",10,FOR,"[2.0, 2.0]",1408
14080243,10,10,['AH0'],10,A,[2.0],1408
14080243,10,10,"['D', 'EY0']",10,DAY,"[2.0, 2.0]",1408
14080243,10,10,"['AH0', 'V']",10,OF,"[2.0, 1.8]",1408
14080243,10,10,"['L', 'IH1', 'S', 'N']",10,LISTEN,"[2.0, 2.0, 2.0, 2.0]",1408
14080270,3,10,"['W', 'IH0', 'SH']",4,WISH,"[2.0, 2.0, 0.6000000000000001]",1408
14080270,10,10,['AY0'],10,I,[2.0],1408
14080270,10,10,"['W', 'AH0', 'Z']",10,WAS,"[2.0, 2.0, 1.8]",1408
14080270,10,10,"['G', 'OW0', 'IH0', 'NG']",10,GOING,"[2.0, 2.0, 2.0, 2.0]",1408
14080270,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.8]",1408
14080270,10,10,"['S', 'IY0']",10,SEE,"[2.0, 2.0]",1408
14080270,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.8]",1408
14080270,10,10,"['N', 'AY0', 'N']",10,NINE,"[2.0, 2.0, 2.0]",1408
14080279,10,10,"['HH', 'AE1', 'P', 'IY0']",10,HAPPY,"[2.0, 2.0, 2.0, 2.0]",1408
14080279,10,10,"['S', 'AH1', 'N', 'D', 'EY0']",10,SUNDAY,"[2.0, 2.0, 2.0, 2.0, 2.0]",1408
14080279,10,10,"['IH0', 'Z']",10,IS,"[2.0, 2.0]",1408
14080279,10,10,['AH0'],10,A,[2.0],1408
14080279,10,10,"['D', 'EY0']",10,DAY,"[2.0, 2.0]",1408
14080279,10,10,"['AH0', 'V']",10,OF,"[2.0, 2.0]",1408
14080279,5,10,"['P', 'R', 'EY0', 'Z']",6,PRAISE,"[2.0, 2.0, 0.0, 1.2]",1408
14080301,10,10,"['G', 'R', 'EY0', 'T']",10,GREAT,"[2.0, 2.0, 2.0, 2.0]",1408
14080301,10,10,"['T', 'UW0']",10,TO,"[2.0, 2.0]",1408
14080301,10,10,"['S', 'IY0']",10,SEE,"[2.0, 2.0]",1408
14080301,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 2.0]",1408
14080301,10,10,"['M', 'AE0', 'N']",10,MAN,"[2.0, 2.0, 2.0]",1408
14080333,10,10,"['N', 'OW0']",10,NO,"[2.0, 2.0]",1408
14080333,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 2.0]",1408
14080333,10,10,"['N', 'IY0', 'D']",10,NEED,"[2.0, 2.0, 2.0]",1408
14080333,10,10,"['T', 'UW0']",10,TO,"[2.0, 2.0]",1408
14080333,10,10,"['R', 'IH0', 'T', 'ER1', 'N']",10,RETURN,"[2.0, 2.0, 2.0, 2.0, 2.0]",1408
14080333,10,10,"['T', 'UW0']",10,TO,"[2.0, 2.0]",1408
14080333,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",1408
14080333,8,10,"['T', 'R', 'AH0', 'K']",8,TRUCK,"[2.0, 2.0, 1.0, 1.6]",1408
14080336,10,10,"['B', 'AH0', 'S']",10,BOSS,"[2.0, 2.0, 2.0]",1408
14080336,10,10,"['W', 'ER0']",10,WERE,"[2.0, 2.0]",1408
14080336,10,10,"['M', 'EY0', 'D']",10,MADE,"[2.0, 2.0, 2.0]",1408
14080336,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.8]",1408
14080336,10,10,"['B', 'IY0']",10,BE,"[2.0, 2.0]",1408
14080336,10,10,"['B', 'R', 'OW1', 'K', 'AH0', 'N']",10,BROKEN,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",1408
14080337,10,10,['AY0'],10,I,[2.0],1408
14080337,10,10,"['K', 'AE0', 'N']",10,CAN,"[2.0, 2.0, 2.0]",1408
14080337,10,10,"['AO1', 'L', 'M', 'OW0', 'S', 'T']",10,ALMOST,"[2.0, 2.0, 2.0, 1.8, 2.0, 2.0]",1408
14080337,10,10,"['S', 'IY0', 'M']",10,SEEM,"[2.0, 2.0, 2.0]",1408
14080337,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",1408
14080337,10,10,"['S', 'M', 'OW0', 'K']",10,SMOKE,"[2.0, 2.0, 1.4, 2.0]",1408
14080339,10,10,['AY0'],10,I,[2.0],1408
14080339,10,10,"['M', 'AH0', 'S', 'T']",10,MUST,"[2.0, 2.0, 2.0, 2.0]",1408
14080339,10,10,"['K', 'AH0', 'M']",10,COME,"[2.0, 2.0, 2.0]",1408
14080339,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.8]",1408
14080339,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 1.8]",1408
14080358,10,10,"['AH0', 'Z']",10,AS,"[1.6, 2.0]",1408
